"id","movie_name","directors","actors","movie_rating","genre","duration"
3316,"Straight Shooter","Thomas Bohn","Dennis Hopper, Heino Ferch, Katja Flint","5.2","Crime, Drama, Thriller","88 min "
3317,"Airspeed","Robert Tinnell","Elisha Cuthbert, Bronwen Booth, Joe Mantegna","3.4","Adventure, Action, Drama","93 min "
3318,"Diplomatic Siege","Gustavo Graef Marino","Peter Weller, Daryl Hannah, Tom Berenger","3.9","Action, Thriller","90 min "
3319,"Traitor's Heart","Danny Lerner","Bryan Genesse, Kimberley Kates, Ron Smerczak","3.9","Action","91 min "
3320,"Bloodsport: The Dark Kumite","Elvis Restaino","Daniel Bernhardt, Ivan Ivanov, Lisa Stothard","2.8","Action, Romance","100 min "
3321,"Free Fall","Mario Azzopardi","Hannes Jaenicke, Jaclyn Smith, Bruce Boxleitner","4.2","Action, Drama","89 min "
3322,"Paradise Mall","Friedemann Fromm","Ken Duken, Heiner Lauterbach, Franka Potente","5.6","Drama, Action","114 min "
3323,"Hitman's Run","Mark L. Lester","Eric Roberts, Esteban Powell, C. Thomas Howell","3.4","Action","93 min "
3324,"Hitman's Run","Mark L. Lester","Eric Roberts, Esteban Powell, C. Thomas Howell","3.4","Action","93 min "
3325,"New World Disorder","Richard Spence","Rutger Hauer, Tara Fitzgerald, Andrew McCarthy","4.5","Action","94 min "
3326,"Enemy Action","Brian Katkin","C. Thomas Howell, Louis Mandylor, Lisa Thornhill","5.2","Action, Drama","84 min "
3327,"Made Men","Louis Morneau","James Belushi, Michael Beach, Timothy Dalton","5.9","Action, Comedy, Thriller","91 min "
3328,"Universal Soldier: The Return","Mic Rodgers","Jean-Claude Van Damme, Bill Goldberg, Heidi Schanz","4.1","Action, Sci-Fi","83 min "
3329,"Escape Velocity","Lloyd A. Simandl","Wendy Crewson, Patrick Bergin, Peter Outerbridge","3.6","Action, Sci-Fi","100 min "
3330,"Gigantics","Sebastian Schipper","Frank Giering, Florian Lukas, Antoine Monot Jr.","7.8","Comedy, Drama, Romance","80 min "
3331,"The Glass Agency","Ebrahim Hatamikia","Parviz Parastui, Reza Kianian, Habib Rezaei","8.2","Action, Drama, Romance","114 min "
3332,"The Life Before This","Jerry Ciccoritti","Catherine O'Hara, Joe Pantoliano, Sarah Polley","6.4","Action, Crime, Drama","92 min "
3333,"Third World Cop","Chris Browne","Paul Campbell, Mark Danvers, Carl Bradshaw","6.1","Action, Drama, Thriller","98 min "
3334,"Storm Catcher","Anthony Hickox","Dolph Lundgren, Mystro Clark, Jon Pennell","4.1","Action, Thriller","95 min "
3335,"In China They Eat Dogs","Lasse Spang Olsen","Kim Bodnia, Dejan Cukic, Nikolaj Lie Kaas","7.5","Action, Comedy, Crime","91 min "
3336,"Avalanche","Steve Kroschel","Thomas Ian Griffith, Caroleen Feeney, R. Lee Ermey","4.1","Action, Thriller","96 min "
3337,"Blue Streak","Les Mayfield","Martin Lawrence, Luke Wilson, Peter Greene","6.3","Action, Comedy, Crime","93 min "
3338,"The Item","Dan Clark","DawnMarie Ferrara, Dan Clark, Dave Pressler","3.4","Action, Horror","100 min "
3339,"Stealth Fighter","Jim Wynorski","Ice-T, Costas Mandylor, Erika Eleniak","3.8","Action, Drama","88 min "
3340,"Gorgeous","Vincent Kok","Jackie Chan, Qi Shu, Tony Chiu Wai Leung","6","Action, Comedy, Drama","121 min "
3341,"Pups","Ash Baron-Cohen","Mischa Barton, Cameron Van Hoy, Burt Reynolds","6.1","Action, Crime, Drama","99 min "
3342,"Do Not Disturb","Dick Maas","William Hurt, Jennifer Tilly, Francesca Brown","4.9","Action, Thriller, Comedy","94 min "
3343,"Silicon Towers","Serge Rodnunsky","Daniel Baldwin, Kendall Clement, Brian Dennehy","3.7","Action, Thriller, Drama","87 min "
3344,"Godzilla 2000","Takao Okawara","Hiroshi Abe, Naomi Nishida, Takehiro Murata","6","Action, Adventure, Drama","99 min "
3345,"Murdercycle","Tom Callaway","Charles Wesley, Cassandra Ellis, Robert Donavan","4","Action, Sci-Fi","90 min "
3346,"No Tomorrow","Master P","Gary Busey, Gary Daniels, Master P","3.8","Action, Thriller","99 min "
3347,"The Witness Files","Douglas Jackson","Yancy Butler, David Nerman, Barry Flatman","4.3","Action, Crime, Drama","95 min "
3348,"Swiri","Je-kyu Kang","Suk-kyu Han, Min-sik Choi, Yunjin Kim","","Action, Crime, Drama","125 min "
3349,"Teenage Space Vampires","Martin Wood","Robin Dunne, Mac Fyfe, James Kee","2.4","Action, Sci-Fi","90 min "
3350,"Turbulence 2: Fear of Flying","David Mackay","Craig Sheffer, Tom Berenger, Jennifer Beals","4.3","Action, Thriller","101 min "
3351,"Bridge of Dragons","Isaac Florentine","Dolph Lundgren, Cary-Hiroyuki Tagawa, Valerie Chow","4.6","Action, Romance, Sci-Fi","92 min "
3352,"Corrupt","Albert Pyun","Silkk Tha Shocker, Ice-T, Tarsha Nicole Jones","4","Action, Crime, Drama","69 min "
3353,"Operation Delta Force 4: Deep Fault","Mark Roper","Greg Collins, Joe Lara, Justin Williams","3.9","Action","96 min "
3354,"Y2K","Richard Pepin","Louis Gossett Jr., Jaimz Woolvett, Ed O'Ross","3.9","Action, Thriller","106 min "
3355,"Zero Tolerance","Anders Nilsson","Jakob Eklund, Peter Andersson, Marie Richardson","6.4","Action, Crime, Thriller","108 min "
3356,"Sarfarosh","John Mathew Matthan","Naseeruddin Shah, Aamir Khan, Sonali Bendre","8.1","Action, Adventure, Drama","174 min "
3357,"VS3: Infantry of Doom","Andreas Schnaas","Andreas Schnaas, Marc Trinkhaus, Steve Aquilina","4.1","Action, Horror","85 min "
3358,"The Omega Code","Robert Marcarelli","Casper Van Dien, Michael York, Catherine Oxenberg","3.5","Action, Adventure, Fantasy","100 min "
3359,"A Man Called Hero","Wai-Keung Lau","Ekin Cheng, Qi Shu, Kristy Yang","5.8","Action, Adventure, Drama","116 min "
3360,"Gen-X Cops","Benny Chan","Nicholas Tse, Stephen Fung, Sam Lee","6","Action, Thriller, Comedy","114 min "
3361,"Random Acts of Violence","Drew Bell","Esteban Powell, Alex Solowitz, Brian Klugman","5.6","Action, Crime","77 min "
3362,"Pokemon: Power of One","Michael Haigney","Rica Matsumoto, Madeleine Blaustein, Mayumi Iizuka","5.8","Animation, Action, Adventure","99 min "
3363,"Baadshah","Abbas Alibhai Burmawalla","Rakhee Gulzar, Shah Rukh Khan, Twinkle Khanna","6.9","Action, Comedy, Musical","175 min "
3364,"Bullets Over Summer","Wilson Yip","Louis Koo, Francis Ng, Matt Chow","","Action, Crime, Romance","92 min "
3365,"Thakshak","Govind Nihalani","Ajay Devgn, Tabu, Amrish Puri","6","Crime, Drama, Action","163 min "
3366,"Running Out of Time","Johnnie To","Andy Lau, Ching Wan Lau, YoYo Mung","7.5","Action, Crime, Drama","93 min "
3367,"Shool","Eeshwar Nivas","Manoj Bajpayee, Raveena Tandon, Sayaji Shinde","7.6","Action, Crime, Drama","138 min "
3368,"Vaastav: The Reality","Mahesh Manjrekar","Sanjay Dutt, Namrata Shirodkar, Mohnish Bahl","8","Action, Adventure, Crime","145 min "
3369,"Nowhere to Hide","Myung-se Lee","Joong-Hoon Park, Sung-kee Ahn, Dong-gun Jang","","Action, Comedy, Crime","112 min "
3370,"The Victim","Ringo Lam","Tony Ka Fai Leung, Ching Wan Lau, Amy Kwok","6.6","Action, Crime, Horror","90 min "
3371,"Phantom: The Submarine","Byung-chun Min","Min-su Choi, Woo-sung Jung, Kyung-gu Sol","6.1","Action, Thriller","110 min "
3372,"Purple Storm","Teddy Chan","Daniel Wu, Kwok-Leung Gan, Emil Chau","6.3","Action","112 min "
3373,"The Legend of Speed","Wai-Keung Lau","Ekin Cheng, Cecilia Cheung, Moses Chan","6.1","Action, Thriller","109 min "
3374,"Cetverored","Jakov Sedlar","Ivan Marevich, Ena Begovic, Goran Navojec","4.7","Action, Drama, War","123 min "
3375,"Revolutionary Girl Utena: The Movie","Kunihiko Ikuhara","Tomoko Kawakami, Yuriko Fuchizaki, Leah Applebaum","7.2","Animation, Action, Adventure","100 min "
3376,"The Killing Zone","Ian David Diaz","Julian Boote, Paul Vates, Mark Bowden","6.2","Thriller, Action","92 min "
3377,"Warat","Joel Lamangan","Jomari Yllana, Joyce Jimenez, Joko Diaz","5.7","Action, Drama","110 min "
3378,"Muro-ami","Marilou Diaz-Abaya","Cesar Montano, Pen Medina, Jhong Hilario","6.3","Action, Drama, Adventure","120 min "
3379,"Haseena Maan Jaayegi","David Dhawan","Sanjay Dutt, Govinda, Karisma Kapoor","6","Comedy, Action, Drama","147 min "
3380,"Reptile 2001","Hyung-rae Shim","Dan Cashman, Bruce Cornwell, Dennis Howard","2.6","Action, Horror, Fantasy","99 min "
3381,"Reptile 2001","Hyung-rae Shim","Dan Cashman, Bruce Cornwell, Dennis Howard","2.6","Action, Horror, Fantasy","99 min "
3382,"Lethal Target","Lloyd A. Simandl","C.C. Costigan, Josh Barker, Kim Sill","3.8","Action, Sci-Fi","92 min "
3383,"Alyas Pogi: Ang pagbabalik","Joey Del Rosario","Ramon 'Bong' Revilla Jr., Ara Mina, Tonton Gutierrez","5.1","Action, Drama","111 min "
3384,"Suspek","Toto Natividad","Victor Neri, Sharmaine Arnaiz, Emilio Garcia","4.5","Action, Drama","143 min "
3385,"Maa Kasam","Ashok Gaekwad","","4.9","Action","132 min "
3386,"Champions","Peter Gathings Bunche","Louis Mandylor, Danny Trejo, Ken Shamrock","3.8","Action","99 min "
3387,"Champions","Peter Gathings Bunche","Louis Mandylor, Danny Trejo, Ken Shamrock","3.8","Action","99 min "
3388,"3 Ninjas: High Noon at Mega Mountain","Sean McNamara","Loni Anderson, Hulk Hogan, Jim Varney","2.7","Action, Adventure, Comedy","93 min "
3389,"American Dragons","Ralph Hemecker","Michael Biehn, Joong-Hoon Park, Cary-Hiroyuki Tagawa","4.7","Action, Crime","91 min "
3390,"The Avengers","Jeremiah S. Chechik","Ralph Fiennes, Uma Thurman, Sean Connery","3.7","Action, Adventure, Sci-Fi","89 min "
3391,"Black Thunder","Rick Jacobson","Marcus Aurelius, Catherine Bell, Michael Cavanaugh","3.9","Action, Drama","85 min "
3392,"Six-String Samurai","Lance Mungia","Jeffrey Falcon, Justin McGuire, Kim De Angelo","","Action, Adventure, Comedy","91 min "
3393,"Blues Brothers 2000","John Landis","Dan Aykroyd, John Goodman, Walter Levine","4.8","Action, Comedy, Crime","123 min "
3394,"A Brooklyn State of Mind","Frank Rainone","Vincent Spano, Maria Grazia Cucinotta, Danny Aiello","5.6","Action, Crime, Drama","89 min "
3395,"Operation Delta Force 3: Clear Target","Mark Roper","Jim Fitzpatrick, Bryan Genesse, Greg Collins","6.5","Action","94 min "
3396,"Deadly Ransom","Robert Hyatt","Loren Avedon, Lisa K. Crosato, Brion James","3.7","Action","92 min "
3397,"Deep Rising","Stephen Sommers","Treat Williams, Famke Janssen, Anthony Heald","6","Action, Adventure, Horror","106 min "
3398,"Desperate Measures","Barbet Schroeder","Michael Keaton, Andy Garcia, Brian Cox","6","Action, Crime, Drama","100 min "
3399,"Fallen","Gregory Hoblit","Denzel Washington, John Goodman, Donald Sutherland","7","Action, Crime, Drama","124 min "
3400,"Freedom Strike","Jerry P. Jacobs","Michael Dudikoff, Tone Loc, Felicity Waterman","3.8","Drama, Action","93 min "
3401,"1 chance sur 2","Patrice Leconte","Jean-Paul Belmondo, Alain Delon, Vanessa Paradis","5.7","Action, Adventure, Comedy","104 min "
3402,"Commander Hamilton","Harald Zwart","Peter Stormare, Lena Olin, Mark Hamill","5.9","Action, Adventure, Crime","127 min "
3403,"McCinsey's Island","Sam Firstenberg","Hulk Hogan, Grace Jones, Robert Vaughn","3","Action, Adventure, Comedy","95 min "
3404,"Montana","Jennifer Leitzes","Kyra Sedgwick, Stanley Tucci, Robin Tunney","6.3","Action, Comedy, Crime","96 min "
3405,"The Replacement Killers","Antoine Fuqua","Yun-Fat Chow, Mira Sorvino, Michael Rooker","6.1","Action, Crime, Drama","87 min "
3406,"Shelter","Scott Paulin","John Allen Nelson, Brenda Bakke, Peter Onorati","5.1","Action, Thriller","92 min "
3407,"Soldier","Paul W.S. Anderson","Kurt Russell, Jason Scott Lee, Jason Isaacs","5.9","Action, Drama, Sci-Fi","99 min "
3408,"Spoiler","Jeff Burr","Gary Daniels, Meg Foster, Bryan Genesse","4.4","Action, Sci-Fi","90 min "
3409,"The Stringer","Pawel Pawlikowski","Sergey Bodrov Jr., Anna Friel, Vladimir Ilin","5.9","Action, Drama, Romance","88 min "
3410,"Surface to Air","Rodney McDonald","Michael Madsen, Chad McQueen, Melanie Shatner","3.8","Action, War","93 min "
3411,"Termination Man","Fred Gallo","Steve Railsback, James Farentino, Athena Massey","2.5","Action, Drama","92 min "
3412,"Armageddon","Michael Bay","Bruce Willis, Billy Bob Thornton, Ben Affleck","6.6","Action, Adventure, Sci-Fi","151 min "
3413,"The Big Hit","Kirk Wong","Mark Wahlberg, Lou Diamond Phillips, Christina Applegate","6.1","Action, Comedy, Crime","91 min "
3414,"Black Dog","Kevin Hooks","Patrick Swayze, Randy Travis, Meat Loaf","5.2","Action, Crime, Drama","89 min "
3415,"Blade","Stephen Norrington","Wesley Snipes, Stephen Dorff, Kris Kristofferson","7.1","Action, Horror","120 min "
3416,"Enemy of the State","Tony Scott","Will Smith, Gene Hackman, Jon Voight","7.3","Action, Crime, Drama","132 min "
3417,"Firestorm","Dean Semler","Howie Long, Scott Glenn, William Forsythe","4.6","Thriller, Action","89 min "
3418,"Godzilla","Roland Emmerich","Matthew Broderick, Jean Reno, Maria Pitillo","5.3","Action, Sci-Fi, Thriller","139 min "
3419,"Hard Rain","Mikael Salomon","Morgan Freeman, Christian Slater, Randy Quaid","5.8","Action, Crime, Drama","97 min "
3420,"Knock Off","Hark Tsui","Jean-Claude Van Damme, Rob Schneider, Lela Rochon","4.7","Action, Comedy, Thriller","91 min "
3421,"Lost in Space","Stephen Hopkins","Gary Oldman, William Hurt, Matt LeBlanc","5.1","Action, Adventure, Family","130 min "
3422,"The Man in the Iron Mask","Randall Wallace","Leonardo DiCaprio, Jeremy Irons, John Malkovich","6.4","Action, Adventure","132 min "
3423,"The Mask of Zorro","Martin Campbell","Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones","","Action, Adventure, Comedy","136 min "
3424,"Mercury Rising","Harold Becker","Bruce Willis, Miko Hughes, Alec Baldwin","6.1","Action, Crime, Drama","111 min "
3425,"Mighty Joe Young","Ron Underwood","Bill Paxton, Charlize Theron, Rade Serbedzija","5.6","Action, Adventure, Family","114 min "
3426,"The Negotiator","F. Gary Gray","Samuel L. Jackson, Kevin Spacey, David Morse","7.3","Action, Crime, Drama","140 min "
3427,"The Newton Boys","Richard Linklater","Matthew McConaughey, Ethan Hawke, Skeet Ulrich","6","Action, Crime, Drama","113 min "
3428,"The Patriot","Dean Semler","Steven Seagal, L.Q. Jones, Gailard Sartain","4.1","Action, Thriller","90 min "
3429,"Rush Hour","Brett Ratner","Jackie Chan, Chris Tucker, Ken Leung","6.9","Action, Comedy, Crime","98 min "
3430,"Six Days Seven Nights","Ivan Reitman","Harrison Ford, Anne Heche, David Schwimmer","5.7","Action, Adventure, Comedy","98 min "
3431,"Snake Eyes","Brian De Palma","Nicolas Cage, Gary Sinise, John Heard","5.9","Action, Crime, Drama","98 min "
3432,"Star Trek: Insurrection","Jonathan Frakes","Patrick Stewart, Jonathan Frakes, Brent Spiner","6.4","Action, Adventure, Sci-Fi","103 min "
3433,"Sweepers","Keoni Waxman","Dolph Lundgren, Bruce Payne, Claire Stansfield","3.6","Action, Adventure, Drama","96 min "
3434,"Tarzan and the Lost City","Carl Schenkel","Casper Van Dien, Jane March, Steven Waddington","3.9","Action, Adventure, Family","83 min "
3435,"U.S. Marshals","Stuart Baird","Tommy Lee Jones, Wesley Snipes, Robert Downey Jr.","6.5","Action, Crime, Thriller","131 min "
3436,"Vampires","John Carpenter","James Woods, Daniel Baldwin, Sheryl Lee","6.1","Action, Horror, Thriller","108 min "
3437,"Wrongfully Accused","Pat Proft","Leslie Nielsen, Richard Crenna, Kelly LeBrock","6","Action, Comedy, Thriller","87 min "
3438,"Lethal Weapon 4","Richard Donner","Mel Gibson, Danny Glover, Joe Pesci","6.6","Action, Crime, Thriller","127 min "
3439,"One Tough Cop","Bruno Barreto","Stephen Baldwin, Chris Penn, Gina Gershon","5.1","Action, Crime","90 min "
3440,"Ronin","John Frankenheimer","Robert De Niro, Jean Reno, Natascha McElhone","7.3","Action, Adventure, Crime","122 min "
3441,"Small Soldiers","Joe Dante","Kirsten Dunst, Gregory Smith, David Cross","6.1","Action, Adventure, Comedy","110 min "
3442,"Arrival II","Kevin Tenney","Patrick Muldoon, Jane Sibbett, Michael Sarrazin","3.8","Action, Adventure, Sci-Fi","101 min "
3443,"Thursday","Skip Woods","Thomas Jane, Aaron Eckhart, Paulina Porizkova","7.2","Action, Crime, Drama","87 min "
3444,"Renegade Force","Martin Kunert","Michael Rooker, Robert Patrick, Diane DiLascio","5.6","Action, Thriller","90 min "
3445,"Legionnaire","Peter MacDonald","Jean-Claude Van Damme, Adewale Akinnuoye-Agbaje, Steven Berkoff","5.3","Action, Adventure, Drama","99 min "
3446,"Who Am I?","Benny Chan","Jackie Chan, Michelle Ferre, Mirai Yamamoto","6.8","Action, Adventure, Comedy","108 min "
3447,"Recoil","Art Camacho","Gary Daniels, Gregory McKinney, Thomas Kopache","5.2","Action","96 min "
3448,"Recoil","Art Camacho","Gary Daniels, Gregory McKinney, Thomas Kopache","5.2","Action","96 min "
3449,"No Code of Conduct","Bret Michaels","Charlie Sheen, Martin Sheen, Mark Dacascos","4.9","Action, Crime, Drama","95 min "
3450,"The Siege","Edward Zwick","Denzel Washington, Bruce Willis, Annette Bening","6.3","Action, Thriller","116 min "
3451,"A Murder of Crows","Rowdy Herrington","Cuba Gooding Jr., Tom Berenger, Marianne Jean-Baptiste","6.4","Action, Crime, Thriller","102 min "
3452,"Butter","Peter Gathings Bunche","Shemar Moore, Nia Long, Ernie Hudson","3.9","Action, Thriller","101 min "
3453,"Provocateur","Jim Donovan","Jane March, Stephen Mendel, Lillo Brancato","4.8","Action, Drama, Thriller","103 min "
3454,"Ground Control","Richard Howard","Kiefer Sutherland, Robert Sean Leonard, Bruce McGill","5.7","Action, Adventure, Drama","93 min "
3455,"The Sender","Richard Pepin","Michael Madsen, R. Lee Ermey, Robert Vaughn","3.9","Action, Sci-Fi","98 min "
3456,"The Sender","Richard Pepin","Michael Madsen, R. Lee Ermey, Robert Vaughn","3.9","Action, Sci-Fi","98 min "
3457,"Ambushed","Ernest R. Dickerson","Courtney B. Vance, Jeremy Lelliott, Virginia Madsen","5.9","Action, Thriller","109 min "
3458,"Armstrong","Menahem Golan","Kimberley Kates, Frank Zagarino, Charles Napier","4","Action, Drama","99 min "
3459,"Naked Lies","Ralph E. Portillo","Shannon Tweed, Fernando Allende, Jay Baker","2.9","Action, Crime, Drama","93 min "
3460,"In God's Hands","Zalman King","Matt George, Matty Liu, Shane Dorian","5.4","Action, Drama, Sport","96 min "
3461,"Killing Time","Bharat Nalluri","Craig Fairbrass, Nigel Leach, Kendra Torgan","5.3","Action, Crime, Thriller","88 min "
3462,"Unlucky Monkey","SABU","Shin'ichi Tsutsumi, Hiroshi Shimizu, Akira Yamamoto","6.8","Action, Comedy","106 min "
3463,"Hell Mountain","Mike Rohl","Nicole Nieth, Bentley Mitchum, Sarah Douglas","3.8","Action, Drama, Horror","94 min "
3464,"Loyal Opposition","Mark Sobel","Joan Van Ark, Nick Mancuso, Rick Springfield","2.7","Action, Drama, Thriller","120 min "
3465,"The White Raven","Jakub Z. Rucinski","Ron Silver, Joanna Pacula, Roy Scheider","4.4","Action, Crime, Thriller","92 min "
3466,"Stuart Bliss","Neil Grieve","Michael Zelniker, Dea Lawrence, Derek McGrath","6.4","Action, Drama, Thriller","88 min "
3467,"Legacy","T.J. Scott","David Hasselhoff, Donita Rose, Rod Steiger","4.1","Action","105 min "
3468,"Beast Cops","Gordon Chan","Anthony Chau-Sang Wong, Michael Wong, Stephanie Che","7.1","Action, Crime, Drama","110 min "
3469,"Dead End","Douglas Jackson","Eric Roberts, Jacob Tierney, Eliza Roberts","4.7","Action, Drama, Thriller","93 min "
3470,"Pau mui","Clarence Yiu-leung Fok","Michael Wong, Almen Pui-Ha Wong, Ben Lam","4.6","Action, Romance","86 min "
3471,"Whatever It Takes","Brady MacKenzie","Don 'The Dragon' Wilson, Andrew Dice Clay, Fred Williamson","4.3","Action","101 min "
3472,"Ballistic Kiss","Donnie Yen","Donnie Yen, Annie Wu, Jimmy Ga Lok Wong","5.6","Action, Drama, Thriller","92 min "
3473,"98 goo waak chai ji lung chang foo dau","Wai-Keung Lau","Ekin Cheng, Qi Shu, Kar Lok Chin","6.1","Action","114 min "
3474,"Contract Killer","Wei Tung","Jet Li, Eric Tsang, Simon Yam","6.2","Action, Comedy","104 min "
