"source_id","cluster_id","bookname","author"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000- a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"a2zbooks","9780028055879","excel 2000, a professional approach, level 1 core","tobias"
"ecampus.com","9780028055879","excel 2000","tobias"
"textbooksnow","9780028055879","excel 2000: prof appr (w/cd)","tobias"
"a1books","9780028055879","excel 2000","carole tobias"
"caiman","9780028055879","excel 2000","tobias"
"ecampus.com","9780028055879","excel 2000","tobias"
"a1books","9780028055879","excel 2000","carole tobias"
"indoo.com","9780028055879","a professional series approach: excel 2000 level 1 core student edition","tobias"
"textbookxdotcom","9780028055879","excel 2000","carole tobias"
"papamedia.com","9780028055879","excel 2000","carole tobias"
"paperbackworld.de","9780028055879","a professional series approach: excel 2000 level 1 core student edition","carole tobias"
"revaluation books","9780028055879","excel 2000","tobias"
"limelight bookshop","9780028055879","a professional series approach: excel 2000 level 1 core student edition","tobias"
"bookbyte / norwest textbooks","9780028055909","word 2000: professional approach, by hinkle, short course","deborah hinkle"
"bookbyte / norwest textbooks","9780028055909","word 2000: a professional approach, by hinkle, short course","hinkle"
"bookbyte / norwest textbooks","9780028055909","word 2000: a professional approach, by hinkle, short course","hinkle"
"bookbyte / norwest textbooks","9780028055909","word 2000: a professional approach, by hinkle, short course","hinkle"
"bookbyte / norwest textbooks","9780028055909","word 2000: a professional approach, by hinkle, short course","hinkle"
"bookbyte / norwest textbooks","9780028055909","word 2000: a professional approach, by hinkle, short course","hinkle"
"bookbyte / norwest textbooks","9780028055909","word 2000: a professional approach, by hinkle, short course","hinkle"
"bookbyte / norwest textbooks","9780028055909","word 2000: a professional approach, by hinkle, short course","hinkle"
"bookbyte / norwest textbooks","9780028055909","word 2000: a professional approach, by hinkle, short course","hinkle"
"bookbyte / norwest textbooks","9780028055909","word 2000: a professional approach, by hinkle, short course","hinkle"
"back alley books","9780028055909","a professional approach series: word 2000 short course student edition (professional approach)","hinkle"
"bunches of books","9780028055909","a professional approach series: word 2000 short course student edition (professional approach)","deborah hinkle"
"wonder book","9780028055909","word 2000: professional approach","deborah hinkle"
"ecampus.com","9780028055909","word 2000: a professional approach","hinkle"
"textbooksnow","9780028055909","word 2000: prof appr (short course)(w/cd)","hinkle"
"betterworld.com","9780028055916","word 2000 expert","deborah hinkle"
"back alley books","9780028055916","a professional approach series: word 2000 level 2 expert student edition (professional approach)","hinkle"
"back alley books","9780028055916","a professional approach series: word 2000 level 2 expert student edition (professional approach)","hinkle"
"pro quo books","9780028055916","word 2000 expert","deborah hinkle"
"zillions of","9780028055916","a professional approach series: word 2000 level 2 expert student edition (professional approach s.)","deborah hinkle"
"pro quo books","9780028055916","word 2000 expert","deborah hinkle"
"great buy books","9780028055916","a professional approach series: word 2000 level 2 expert student edition (professional approach s.)","deborah hinkle"
"pro quo books","9780028055916","word 2000 expert","deborah hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: a professional approach, by hinkle, level 2: expert","hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: a professional approach, by hinkle, level 2: expert","hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: a professional approach, by hinkle, level 2: expert","hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: a professional approach, by hinkle, level 2: expert","hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: a professional approach, by hinkle, level 2: expert","hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: a professional approach, by hinkle, level 2: expert","hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: a professional approach, by hinkle, level 2: expert","hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: a professional approach, by hinkle, level 2: expert","hinkle"
"keva books, llc","9780028055916","a professional approach series: word 2000 level 2 expert student edition (professional approach s.)","deborah hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: expert user level, by hinkle","deborah hinkle"
"college book service","9780028055916","word 2000 expert, a professional approach, w/ cdr, sp, 2000","hinkle"
"bookbyte / norwest textbooks","9780028055916","word 2000: expert user level, by hinkle","deborah hinkle"
"collegebooksdirect.com","9780028055916","word 2000 expert","hinkle"
"bunches of books","9780028055916","word 2000 expert","deborah hinkle"
"collegebooksdirect.com","9780028055916","word 2000 expert","hinkle"
"zillions of","9780028055916","a professional approach series: word 2000 level 2 expert student edition (professional approach s.)","deborah hinkle"
"ecampus.com","9780028055916","word 2000 expert","hinkle"
"opoe-abe books","9780028055916","word 2000:prof.appr.,lev.2 expert-w/cd","hinkle"
"caiman","9780028055916","word 2000 expert","hinkle"
"books2anywhere.com","9780028055916","word 2000 expert","hinkle"
"englishbookservice.com gti gmbh","9780028055916","word 2000","hinkle"
"revaluation books","9780028055916","word 2000 expert","hinkle"
"limelight bookshop","9780028055916","a professional approach series: word 2000 level 2 expert student edition, vol. 2","hinkle"
"great buy books","9780028055923","a professional approach series: word 2000 level 1 core student edition (professional approach s.)","deborah hinkle"
"hippo books","9780028055923","a professional approach series: word 2000 level 1 core student edition (professional approach s.)","deborah hinkle"
"betterworld.com","9780028055923","a professional approach series: word 2000 level 1 core student edition (professional approach s.)","deborah hinkle"
"betterworld.com","9780028055923","a professional approach series: word 2000 level 1 core student edition (professional approach s.)","deborah hinkle"
"bookbyte / norwest textbooks","9780028055923","word 2000: a professional approach, by hinkle, level 1: core","hinkle"
"bookbyte / norwest textbooks","9780028055923","word 2000: a professional approach, by hinkle, level 1: core","hinkle"
"bookbyte / norwest textbooks","9780028055923","word 2000: a professional approach, by hinkle, level 1: core","hinkle"
"bookbyte / norwest textbooks","9780028055923","word 2000: a professional approach, by hinkle, level 1: core","hinkle"
"bookbyte / norwest textbooks","9780028055923","word 2000: a professional approach, by hinkle, level 1: core","hinkle"
"bookbyte / norwest textbooks","9780028055923","word 2000: a professional approach, by hinkle, level 1: core","hinkle"
"bookbyte / norwest textbooks","9780028055923","word 2000: a professional approach, by hinkle, level 1: core","hinkle"
"rhinoplus.net","9780028055923","a professional approach series: word 2000 level 1 core student edition (professional approach s.)","deborah hinkle"
"collegebooksdirect.com","9780028055923","word 2000: a professional approach","hinkle"
"bunches of books","9780028055923","word 2000: a professional approach","deborah hinkle"
"zillions of","9780028055923","a professional approach series: word 2000 level 1 core student edition (professional approach s.)","deborah hinkle"
"ecampus.com","9780028055923","word 2000: a professional approach","hinkle"
"ecampus.com","9780028055923","word 2000: a professional approach","hinkle"
"a2zbooks","9780028055923","word 2000: a professional approach","hinkle"
"textbooksnow","9780028055923","word 2000: prof appr (w/cd)","hinkle"
"opoe-abe books","9780028055923","word 2000:prof.appr.,level 1 core-w/cd","hinkle"
"caiman","9780028055923","word 2000","hinkle"
"movies with a smile","9780028055923","a professional approach series: word 2000 level 1 core student edition","hinkle"
"back alley books","9780028055923","a professional approach series: word 2000 level 1 core student edition (professional approach)","hinkle"
"alphacraze.com","9780028055923","a professional approach series: word 2000 level 1 core student edition (professional approach s.)","hinkle"
"alphacraze.com","9780028055923","a professional approach series: word 2000 level 1 core student edition (professional approach s.)","hinkle"
