"id","name","address","city","state","zipcode","phone","rating","reviews","ranking"
1824,"Mocha Cafe","742 Sheridan Rd.","Chicago","IL",," 847-579-4010",0,0,5
1825,"Moe's Cantina","3518 N. Clark","Chicago","IL",," 773-248-0002",0,0,6
1826,"Moe's Cantina River North","155 W. Kinzie St.","Chicago","IL",," 312-245-2000",0,0,7
1827,"Moe?s Cantina River North","155 W. Kinzie St.","Chicago","IL",," 312-245-2000",0,0,8
1828,"Moher Pub","5310 W. Devon Ave.","Chicago","IL",," 773-967-1954",3,5,9
1829,"Molive","107 E. Delaware Pl.","Chicago","IL",," 312-573-6300",1,1,10
1830,"Molly's Cupcakes","2536 N. Clark St.","Chicago","IL",," 773-883-7220",3,1,11
1831,"Mom's Bake Shop","2415 W. Peterson Ave.","Chicago","IL",," 773-784-1318",0,0,12
1832,"Mom's Old Recipe Mexican Restaurant","5760 N. Milwaukee","Chicago","IL",," 773-467-1009",0,0,13
1833,"Mon Ami Gabi","2300 N. Lincoln Park West","Chicago","IL",," 773-348-8886",3,30,14
1834,"Mon Lung","1009 N. Ashland Ave.","Chicago","IL",," 773-227-8824",0,0,0
1835,"Monastero's","3935 W. Devon Ave.","Chicago","IL",," 773-588-2515",3,2,1
1836,"Montrose Saloon","2933 W. Montrose Ave.","Chicago","IL",," 773-989-4515",0,0,3
1837,"Moody's Pub","5910 N. Broadway","Chicago","IL",," 773-275-2696",3,15,4
1838,"Moon Palace","216 W. Cermak Rd.","Chicago","IL",," 312-225-4081",3,6,5
1839,"Moon's Sandwich Shop","16 S. Western Ave.","Chicago","IL",," 312-226-5094",0,0,6
1840,"Moonshine Brewing Company","1824 W. Division St.","Chicago","IL",," 773-862-8686",3,7,7
1841,"Moonstruck Chocolate Cafe","320 N. Michigan Ave.","Chicago","IL",," 312-696-1201",0,0,8
1842,"More Cupcakes","1 E. Delaware Pl.","Chicago","IL",," 312-951-0001",0,0,9
1843,"Morgan's on Maxwell Street","1325 S. Halsted St.","Chicago","IL",," 312-243-4800",1,1,10
1844,"Morrie O'Malley's Hot Dogs","3501 S. Union Ave.","Chicago","IL",," 773-247-2700",0,0,11
1845,"Morrison's","8127 S. Ashland Ave.","Chicago","IL",," 773-892-1078",0,0,12
1846,"Morry's Deli","5500 S. Cornell St.","Chicago","IL",," 773-363-3800",0,0,13
1847,"Morseland","1218 W. Morse Ave.","Chicago","IL",," 773-764-8900",3,10,14
1848,"Morton's the Steakhouse","1 Westbrook Corporate Center","Chicago","IL",," 708-562-7000",0,0,0
1849,"Morton's the Steakhouse","1050 N. State St.","Chicago","IL",," 312-266-4820",3,12,2
1850,"Morton's the Steakhouse","65 E. Wacker Pl.","Chicago","IL",,,0,0,3
1851,"Morton's the Steakhouse","9525 W. Bryn Mawr Ave.","Chicago","IL",," 847-678-5155",0,0,1
1852,"Moti Mahal","2525 W. Devon Ave.","Chicago","IL",," 773-262-2080",0,0,5
1853,"Moto","945 W. Fulton Mkt.","Chicago","IL",," 312-491-0058",4,7,6
1854,"Moulin Rouge Coffee & Cafe","5749 W. Irving Park Rd.","Chicago","IL",," 773-282-3333",0,0,7
1855,"Mount Everest","618 Church St.","Chicago","IL",," 847-491-1069",3,18,8
1856,"Moveable Gourmet","118 N. Marion St.","Chicago","IL",," 708-848-0087",0,0,9
1857,"Mr. Beef","666 N. Orleans St.","Chicago","IL",," 312-337-8500",0,0,10
1858,"Mr. Brown's Lounge","2301 W. Chicago Ave.","Chicago","IL",," 773-278-4445",3,2,11
1859,"Mr. Churro","1626 S. Blue Island Ave.","Chicago","IL",," 312-733-3173",0,0,12
1860,"Mr. Pollo","3000 W. Belmont Ave.","Chicago","IL",," 773-509-1208",0,0,13
1861,"Mrs. Murphy & Sons Irish Bistro","3905 N. Lincoln Ave.","Chicago","IL",," 773-248-3905",3,4,14
1862,"Mrs. Park's Tavern","198 E. Delaware Pl.","Chicago","IL",," 312-280-8882",3,1,0
1863,"Mullen's Bar and Grill","7301 N. Western Ave.","Chicago","IL",," 773-465-2113",0,0,1
1864,"Mundial Cocina Mestiza","1640 W. 18th St.","Chicago","IL",," 312-491-9908",3,4,2
1865,"Murasaki","(Streeterville) 211 E Ontario","Chicago","IL",," 312-266-2280",0,0,3
1866,"Murphy's Bleachers","3655 N. Sheffield","Chicago","IL",," 773-281-5356",0,0,4
1867,"Murphy's Red Hots","1211 W. Belmont Ave.","Chicago","IL",," 773-935-2882",5,1,5
1868,"My Pie / Li'l Guys","2010 N. Damen Ave.","Chicago","IL",," 773-394-6900",4,3,6
1869,"My Place","2212 W. Touhy","Chicago","IL",,,0,0,7
1870,"My Thai","333 S. State St.","Chicago","IL",," 312-986-0999",3,11,8
1871,"Mykonos","8660 Golf Rd.","Chicago","IL",," 847-296-6777",3,5,9
1872,"Myron & Phil's","3900 W. Devon Ave.","Chicago","IL",," 847-677-6663",3,6,10
1873,"Mysore Woodlands","2548 W. Devon Ave.","Chicago","IL",," 773-338-8160",3,12,11
1874,"Mystic Celt","3443 N. Southport Ave.","Chicago","IL",," 773-529-8550",3,6,12
1875,"Mystic Celt","3443 North Southport Avenue","Chicago","IL",,,5,1,13
1876,"Mythos Greek Taverna","2030 W. Montrose Ave.","Chicago","IL",," 773-334-2000",2,3,14
1877,"N.Y.C. Bagel Deli","1001 W. North Ave.","Chicago","IL",," 312-274-1278",3,1,10
1878,"N.Y.C. Bagel Deli","300 S. Wacker Ave","Chicago","IL",," 312-922-7500",0,0,9
1879,"N9ne Steak House","440 W. Randolph St.","Chicago","IL",," 312-575-9900",3,28,6
1880,"Nacional 27","325 W. Huron St.","Chicago","IL",," 312-664-2727",4,30,1
1881,"Naha","500 N. Clark St.","Chicago","IL",," 312-321-6242",3,32,2
1882,"Nan's Chinese & Sushi Bar","2360 N. Lincoln Ave.","Chicago","IL",," 773-935-5900",3,1,8
1883,"Nana","3267 S. Halsted St.","Chicago","IL",," 312-929-2486",2,1,3
1884,"Nancy's Pizza","2930 N. Broadway","Chicago","IL",," 773-883-1977",3,2,4
1885,"Nancy's Pizza","3970 N. Elston Ave.","Chicago","IL",," 773-267-8182",0,0,5
1886,"Naniwa Restaurant","607 N. Wells St.","Chicago","IL",," 312-255-8555",4,22,6
1887,"Nano Sushi","4256 N. Western Ave.","Chicago","IL",," 773-588-6266",0,0,7
1888,"Natalino's","1523 W. Chicago Ave.","Chicago","IL",," 312-997-3700",0,0,9
1889,"Nathan's Chicago Style and Taste of Jamaica","1372 E. 53rd St.","Chicago","IL",," 773-288-5353",4,1,10
1890,"Navy Pier Beer Garden","700 E. Grand Ave.","Chicago","IL",," 312-595-5439",0,0,11
1891,"Nefertiti Cafe","3737 W. Lawrence Ave.","Chicago","IL",," 773-866-1100",0,0,12
1892,"Nella Pizzeria Napoletana","2423 N. Clark St.","Chicago","IL",," 773-327-3400",0,0,13
1893,"Nesh Grill","734 W. Fullerton Ave.","Chicago","IL",," 773-975-6374",0,0,14
1894,"New Apartment Lounge","504 E. 75th St.","Chicago","IL",," 773-483-7728",0,0,0
1895,"New Line Tavern","201 N. Clinton St.","Chicago","IL",," 312-212-5463",0,0,1
1896,"New Peking","3132 N. Broadway","Chicago","IL",," 773-528-1362",0,0,2
1897,"New Pot","727 Lake St.","Chicago","IL",," 708-383-1625",4,6,3
1898,"New Rebozo","1116 Madison St.","Chicago","IL",," 708-445-0370",3,5,4
1899,"New Star Chinese Restaurant","7444 W. North Ave.","Chicago","IL",," 708-453-8242",3,1,5
1900,"New Tokyo","3139 N. Broadway","Chicago","IL",," 773-248-1193",3,8,6
1901,"New Wave Coffee","3103 W. Logan Blvd.","Chicago","IL",," 773-489-0646",0,0,7
1902,"New York Bagel & Bialy","4714 W. Touhy Ave.","Chicago","IL",," 847-677-9388",0,0,8
1903,"Next Door","250 Skokie Blvd.","Chicago","IL",," 847-272-1491",0,0,9
1904,"Nhu Lan Bakery","2612 W. Lawrence Ave.","Chicago","IL",," 773-878-9898",5,1,10
1905,"Nia","803 W. Randolph St.","Chicago","IL",," 312-226-3110",0,0,11
1906,"Nic and Dino's Tripoli Tap","1147 W. Armitage Ave.","Chicago","IL",," 773-477-4400",0,0,12
1907,"Niche","14 S. 3rd St.","Chicago","IL",," 630-262-1000",4,3,13
1908,"Nick's Fishmarket","10275 W. Higgins Rd.","Chicago","IL",," 847-298-8200",2,1,14
1909,"Nick's Fishmarket Grill and Bar","222 Merchandise Mart Plaza, suite 135","Chicago","IL",," 312-621-0200",0,0,0
1910,"Nicksons Eatery","30 South La Grange Road","Chicago","IL",," 708-354-4995",0,0,1
1911,"Nicky's Chinese Food","5231 S. Woodlawn","Chicago","IL",," 773-324-5340",0,0,2
1912,"Nightwood","2119 S. Halsted St.","Chicago","IL",," 312-526-3385",4,2,3
1913,"Nile Restaurant","1611 E. 55th St.","Chicago","IL",," 773-324-9499",4,1,5
1914,"Nile Restaurant","3259 W. 63rd St.","Chicago","IL",," 773-434-7218",0,0,4
1915,"Nisei Lounge","3439 N. Sheffield Ave.","Chicago","IL",," 773-525-0557",0,0,7
1916,"Niu Japanese Fusion Lounge","332 E. Illinois St.","Chicago","IL",," 312-527-2888",0,0,8
1917,"Nix","163 E. Walton St.","Chicago","IL",," 312-867-7575",2,1,9
1918,"No Exit Cafe","6970 N. Glenwood Ave.","Chicago","IL",," 773-743-3355",4,4,10
1919,"Noble Tree Coffee & Tea","2444 N. Clark St.","Chicago","IL",," 773-248-1500",0,0,11
1920,"Nohea Cafe","2142 W. Roscoe St.","Chicago","IL",," 773-935-7448",0,0,12
1921,"Noli's","4839 N. Kedzie Ave.","Chicago","IL",," 773-588-0400",0,0,13
1922,"NoMi","800 N. Michigan Ave.","Chicago","IL",," 312-239-4030",3,17,14
1923,"Nonna Silvia's Trattoria & Pizzeria","1400 Canfield Rd.","Chicago","IL",," 847-292-9970",0,0,0
1924,"Nonno Pino","6718 N. Northwest Hwy.","Chicago","IL",," 773-594-1155",3,4,1
1925,"Noodle Garden","1241 Chicago Ave.","Chicago","IL",," 847-332-2775",4,1,2
1926,"Noodle Zone","5427 N. Clark St.","Chicago","IL",," 773-293-1089",3,12,3
1927,"Noodles & Company","930 Church St.","Chicago","IL",," 847-733-1200",3,3,5
1928,"Noodles by Takashi Yagihashi","111 N. State St.","Chicago","IL",," 312-781-2939",3,1,6
1929,"Noodles Etc.","1333 E. 57th St.","Chicago","IL",," 773-684-2801",3,3,7
1930,"Noodles in the Pot","2453 N. Halsted St.","Chicago","IL",," 773-975-6177",3,11,8
1931,"Nookies","1746 N. Wells St.","Chicago","IL",," 312-337-2454",3,6,9
1932,"Nookies Too","2112 N. Halsted St.","Chicago","IL",," 773-327-1400",3,7,10
1933,"Nookies Tree","3334 N. Halsted St.","Chicago","IL",," 773-248-9888",3,5,11
1934,"Noon Hookah Lounge","1617 E. 55th St.","Chicago","IL",," 773-643-1670",0,0,12
1935,"Noon Hour Grill","6930 N. Glenwood Ave.","Chicago","IL",," 773-338-9494",0,0,13
1936,"Noon-O-Kabab","4661 N. Kedzie Ave.","Chicago","IL",," 773-279-9309",3,14,14
1937,"North & Clark Cafe","1601 N. Clark","Chicago","IL",," 312-799-2122",0,0,1
1938,"North Park Tap","313 W. North Ave.","Chicago","IL",," 312-943-5228",0,0,2
1939,"North Pond","2610 N. Cannon Dr.","Chicago","IL",," 773-477-5845",4,48,3
1940,"Northpoint Cafe & Grill","2234 W. North Ave.","Chicago","IL",," 773-395-1111",0,0,4
1941,"Northside Bar & Grill","1635 N. Damen Ave.","Chicago","IL",," 773-384-3555",2,6,5
1942,"Noyes Street Cafe","828 Noyes St.","Chicago","IL",," 847-475-8683",3,2,6
1943,"Nuevo Leon","1515 W. 18th St.","Chicago","IL",," 312-421-1517",3,15,7
1944,"Nuevo Leon","3657 W. 26th St.","Chicago","IL",," 773-522-1515",2,1,8
1945,"O'Brien's","1528 N. Wells St.","Chicago","IL",," 312-787-3131",3,4,6
1946,"O'Callaghan's","29 W. Hubbard St.","Chicago","IL",," 312-527-1180",4,2,7
1947,"O'Donovan's","2100 W. Irving Park Rd.","Chicago","IL",," 773-478-2100",3,12,10
1948,"O'Fame","4159 N. Western Ave.","Chicago","IL",," 773-866-9300",0,0,11
1949,"O'Leary's Public House","541 N. Wells St.","Chicago","IL",," 312-661-1306",0,0,10
1950,"O'Neil's","1003 Green Bay Rd.","Chicago","IL",," 847-446-7100",4,3,2
1951,"O'Shaughnessy's Public House","4557 N. Ravenswood Ave.","Chicago","IL",," 773-944-9896",0,0,8
1952,"Oak Mill Bakery","2204 W. North","Chicago","IL",," 773-252-4400",0,0,11
1953,"Oak Mill Bakery","5635 W. Belmont Ave.","Chicago","IL",," 773-237-5799",0,0,12
1954,"Oak Street Beachstro","Oak Street Beach, 1001 N. Lake Shore Dr.","Chicago","IL",," 312-915-4100",0,0,14
1955,"Oak Terrace","140 E. Walton St.","Chicago","IL",," 312-787-2200",3,1,0
1956,"Oak Tree","900 N. Michigan Ave.","Chicago","IL",," 312-751-1988",3,5,1
1957,"Oasis","6809 N. Sheridan Rd.","Chicago","IL",," 773-973-7788",0,0,2
1958,"Oasis Cafe","21 N. Wabash Ave.","Chicago","IL",," 312-558-1058",3,3,3
1959,"Oasis Cafe #2","405 S. Wells St.","Chicago","IL",," 312-566-5333",0,0,4
1960,"Oberweis Ice Cream and Dairy Store","1293 N. Milwaukee Ave.","Chicago","IL",," 773-276-9006",0,0,5
1961,"Ocean's 11 Restaurant & Nightclub","18 W. 333 Roosevelt Rd.","Chicago","IL",," 630-629-2940",0,0,9
1962,"Oceanique","505 Main St.","Chicago","IL",," 847-864-3435",3,15,8
1963,"Oggi Trattoria e Caffe","1378 W. Grand Ave.","Chicago","IL",," 312-733-0442",3,2,12
1964,"Oh Fusion","3911 N. Sheridan Rd.","Chicago","IL",," 773-880-5340",3,2,13
1965,"Ol? Lounge","2812 N. Lincoln Ave.","Chicago","IL",," 773-388-3500",5,1,8
1966,"Ola's Liquors","947 N. Damen Ave.","Chicago","IL",," 773-384-7250",0,0,14
1967,"Old Fashioned Donuts","11248 S. Michigan Ave.","Chicago","IL",," 773-995-7420",0,0,1
1968,"Old Jerusalem","1411 N. Wells St.","Chicago","IL",," 312-944-0459",3,10,2
1969,"Old Lviv Ukrainian Food Restaurant","2228 W. Chicago Ave.","Chicago","IL",," 773-772-7250",0,0,3
1970,"Old Oak Tap","2109 W. Chicago Ave.","Chicago","IL",," 773-772-0406",0,0,4
1971,"Old Town Ale House","219 W. North Ave.","Chicago","IL",," 312-944-7020",0,0,5
1972,"Old Town Social","455 W. North Ave.","Chicago","IL",," 312-266-2277",0,0,6
1973,"Ole Hardwood","1315 S. Wabash Ave.","Chicago","IL",," 312-583-9761",3,1,7
1974,"Olive Mountain","610 Davis St.","Chicago","IL",," 847-475-0380",3,11,11
1975,"Olivia's Sea of Soul","9135 S. Ashland Ave.","Chicago","IL",," 773-238-4720",0,0,12
1976,"One North Kitchen and Bar","1 N. Wacker Dr.","Chicago","IL",," 312-750-9700",3,8,13
1977,"one sixty blue","1400 w. randolph","Chicago","IL",," 312 850 0303",0,0,0
1978,"One SixtyBlue","1400 W. Randolph St.","Chicago","IL",," 312-850-0303",4,21,1
1979,"One. Six One","1251 W. Taylor","Chicago","IL",," 312-226-1611",0,0,14
1980,"Oodles of Noodles","2540 N. Clark St.","Chicago","IL",," 773-975-1090",4,2,3
1981,"Opart Thai House","1906 S. State St.","Chicago","IL",," 312-567-9898",0,0,5
1982,"Opart Thai House","4658 N. Western Ave.","Chicago","IL",," 773-989-8517",3,22,4
1983,"Opera","1301 S. Wabash Ave.","Chicago","IL",," 312-461-0161",3,32,6
1984,"Orange","2011 W. Roscoe St.","Chicago","IL",," 773-248-0999",4,1,10
1985,"Orange","2413 N. Clark St.","Chicago","IL",," 773-549-7833",0,0,7
1986,"Orange","730 W. Grand Ave.","Chicago","IL",," 312- 942-0300",0,0,9
1987,"Orange","738 N. Clark","Chicago","IL",," 312-202-0600",0,0,8
1988,"Orange Garden","1942 W. Irving Park Rd.","Chicago","IL",," 773-525-7479",3,1,11
1989,"Original Pancake House","1517 E. Hyde Park Blvd.","Chicago","IL",," 773-288-2322",4,1,2
1990,"Original Pancake House","2020 N. Lincoln Park West","Chicago","IL",," 773-929-8130",4,2,1
1991,"Original Pancake House","22 E. Bellevue Pl.","Chicago","IL",," 312-642-7917",3,11,0
1992,"Original Rainbow Cone","9233 S. Western Ave.","Chicago","IL",," 773-238-7075",0,0,3
1993,"Original Tsang","1512 N. LaSalle St.","Chicago","IL",," 312-867-7297",0,0,4
1994,"Original World Famous Gino's Pizza","1417 W. Fullerton Ave.","Chicago","IL",," 773-348-9463",0,0,5
1995,"Orion Restaurant and Bar","5772 S. Archer Ave.","Chicago","IL",," 773-767-6599",0,0,6
1996,"Orso's","1401 N. Wells St.","Chicago","IL",," 312-787-6604",3,12,7
1997,"Osteria Via Stato","620 N. State St.","Chicago","IL",," 312-642-8450",3,19,9
1998,"Outback Steakhouse","2005 River Oaks Dr.","Chicago","IL",," 708-862-0220",0,0,11
1999,"Outback Steakhouse","216 E. Golf Rd.","Chicago","IL",," 847-843-8884",0,0,12
2000,"Outback Steakhouse","720 W. Lake Cook Rd.","Chicago","IL",," 847-541-4329",0,0,10
2001,"Outdoor Cafe","3257 W. Bryn Mawr Ave.","Chicago","IL",," 773-539-6078",0,0,13
2002,"Over Easy","4943 N. Damen Ave.","Chicago","IL",," 773-506-2605",3,12,14
2003,"Owen & Engine","2700 N. Western Ave.","Chicago","IL",," 773-235-2930",0,0,0
2004,"Oysy","50 E. Grand Ave.","Chicago","IL",," 312-670-6750",4,2,2
2005,"Oysy","888 S. Michigan Ave.","Chicago","IL",," 312-922-1127",3,24,1
2006,"P & P BBQ Soul Food","3734 W. Division St.","Chicago","IL",," 773-276-7756",0,0,3
2007,"P.F. Chang's China Bistro","1819 Lake Cook Rd.","Chicago","IL",," 847-509-8844",3,12,7
2008,"P.F. Chang's China Bistro","530 N. Wabash Ave.","Chicago","IL",," 312-828-9977",3,23,6
2009,"P.J. Clarke's","1204 N. State St.","Chicago","IL",," 312-664-1650",3,4,9
2010,"P.J. Clarke's","302 E. Illinois St.","Chicago","IL",," 312-670-7500",3,1,10
2011,"P.S. Bangkok","3345 N. Clark St.","Chicago","IL",," 773-871-7777",3,9,14
2012,"P.S. Bangkok 2","2521 N. Halsted St.","Chicago","IL",," 773-348-0072",3,3,0
2013,"Pacific Rim Kitchen","315 Skokie Blvd.","Chicago","IL",," 847-714-1888",3,1,4
2014,"Paciugo","2324 W. Giddings St.","Chicago","IL",," 773-989-1926",0,0,7
2015,"Paciugo","3241 N. Broadway","Chicago","IL",," 773-248-8433",0,0,6
2016,"Paciugo","3241 North Broadway","Chicago","IL",,3129575750,0,0,5
2017,"Paddy Long's","1028 W. Diversey St.","Chicago","IL",," 773-290-6988",0,0,8
2018,"Paddy O'Splaine's","2434 W. Montrose Ave.","Chicago","IL",," 773-866-1825",0,0,9
2019,"Palace Gate","4548 N. Magnolia Ave.","Chicago","IL",," 773-769-1793",0,0,10
2020,"Palace Grill","1408 W. Madison St.","Chicago","IL",," 312-226-9529",4,1,11
2021,"Palermo Bakery","1533 N. Wells St.","Chicago","IL",," 312-846-1734",0,0,12
2022,"Paleteria Flamingo","2635 W. 51st St.","Chicago","IL",," 773-434-3917",0,0,13
2023,"Paleteria Jalisco","4219 N. Kedzie Ave.","Chicago","IL",," 773-583-9257",0,0,14
2024,"Palette Bistro","2834 N Southport Ave","Chicago","IL",,,0,0,1
2025,"Palette Bistro","2834 N Southport Ave","Chicago","IL",,,0,0,2
2026,"Palette Bistro","2834 N. Southport Ave.","Chicago","IL",," 773-477-2565",4,1,0
2027,"Pampanga's Cuisine Filipino","6407 N. Caldwell Ave.","Chicago","IL",," 773-763-1781",0,0,4
2028,"Pan Hellenic Pastry Shop","322 S. Halsted St.","Chicago","IL",," 312-454-1886",0,0,5
2029,"Panaderia Ayutla","6963 N. Clark St.","Chicago","IL",," 773-764-9077",0,0,6
2030,"Panang","800 N. Clark St.","Chicago","IL",," 312-573-9999",3,8,7
2031,"Pancho Pistolas","700 W. 31st St.","Chicago","IL",," 312-225-8808",0,0,8
2032,"Pane Caldo","72 E. Walton St.","Chicago","IL",," 312-649-0055",3,9,9
2033,"Panera Bread","2070 N. Clybourne","Chicago","IL",," 773-919-1182",0,0,10
2034,"Panes Bread Cafe","3002 N. Sheffield Ave.","Chicago","IL",," 773-665-0972",4,3,11
2035,"Panino's Pizzeria","3702 N. Broadway","Chicago","IL",," 773-472-6200",0,0,12
2036,"Pannenkoeken Cafe","4757 N. Western Ave.","Chicago","IL",," 773-769-8800",3,3,13
2037,"Panozzo's Italian Market","1303 S. Michigan Ave.","Chicago","IL",," 312-356-9966",5,1,14
2038,"Papa D's Grill","2273 N. Lincoln Ave.","Chicago","IL",,,0,0,0
2039,"Papa's Cache Sabroso","2517 W. Division St.","Chicago","IL",," 773-862-8313",4,1,4
2040,"Papacito's Mexican Grille","2960 N. Lincoln Ave.","Chicago","IL",," 773-327-5240",0,0,1
2041,"Papagus Greek Taverna","272 Oak Brook Center","Chicago","IL",," 630-472-9800",3,6,2
2042,"Papajin","1551 N. Milwaukee Ave.","Chicago","IL",," 773-384-9600",3,9,3
2043,"Papaspiros Greek Taverna & elsewhere","733 Lake Street","Chicago","IL",," 708-338-1724 x231",0,0,5
2044,"Pappadeaux Seafood Kitchen","798 W. Algonquin Rd.","Chicago","IL",," 847-228-9551",3,8,6
2045,"Pappagallo's","246 Green Bay Rd.","Chicago","IL",," 847-432-6663",0,0,7
2046,"Paprika Indian Gourmet Restaurant","2547 W. Lawrence Ave.","Chicago","IL",," 773-338-4906",0,0,8
2047,"Paraiso Bakery","1156 W. 18th St.","Chicago","IL",," 312-733-8166",0,0,9
2048,"Paramount Room","415 N. Milwaukee Ave.","Chicago","IL",," 312-829-6300",4,2,10
2049,"Park 52","5201 S. Harper Ave.","Chicago","IL",," 773-241-5200",3,1,11
2050,"Park Grill","11 N. Michigan Ave.","Chicago","IL",," 312-521-7275",3,19,12
2051,"Park Place","6733 N. Olmsted Ave.","Chicago","IL",," 773-631-8100",0,0,13
2052,"Park Place Cafe","2150 N. Cannon Dr.","Chicago","IL",," (312) 742-2000",0,0,14
2053,"Parkers' Ocean Grill","1000 31st St.","Chicago","IL",," 630-960-5701",4,1,0
2054,"Parkside Gyros","7355 N. Clark St.","Chicago","IL",," 773- 338-0321",0,0,1
2055,"Pars Cove","435 W. Diversey Ave.","Chicago","IL",," 773-549-1515",3,6,4
2056,"Pasha","802 W. Randolph St.","Chicago","IL",," 312-243-4442",5,1,6
2057,"Pasha Restaurante & Lounge","802 West Randolph","Chicago","IL",," 1-312-243-4442",0,0,7
2058,"Pasieka Bakery","3056 N. Milwaukee Ave.","Chicago","IL",," 773-278-5190",0,0,8
2059,"Pasta d'Arte","6311 N. Milwaukee Ave.","Chicago","IL",," 773-763-1181",4,1,11
2060,"Pasta Palazzo","1966 N. Halsted St.","Chicago","IL",," 773-248-1400",3,13,12
2061,"Pasticceria Natalina","5406 N. Clark St.","Chicago","IL",," 773-989-0662",5,1,13
2062,"Pastoral Artisan Cheese, Bread & Wine","2945 N. Broadway","Chicago","IL",," 773-472-4781",2,1,14
2063,"Pat's Pizza","2679 N. Lincoln Ave.","Chicago","IL",," 773-248-0168",5,1,4
2064,"Pat's Pizza","628 S. Clark St.","Chicago","IL",," 312-427-2320",0,0,5
2065,"Patel's Cafe","2600 W. Devon","Chicago","IL",," 773-262-0100",0,0,0
2066,"Patricio","6730 N. Northwest Hwy.","Chicago","IL",," 773-775-6438",0,0,2
2067,"Patrick's Tavern","6296 S. Archer Ave.","Chicago","IL",," 773-581-4036",0,0,3
2068,"Patty Burger","72 E. Adams St.","Chicago","IL",," 312-987-0900",4,1,6
2069,"Patty's Diner","3358 Main St.","Chicago","IL",," 847-675-4274",0,0,7
2070,"Paul Zakopane Harnas Restaurant","2943 N. Milwaukee Ave.","Chicago","IL",," 773-342-1464",0,0,8
2071,"Paula & Monica's Pizzeria","1518 W. Chicago Ave.","Chicago","IL",," 312-929-3615",0,0,9
2072,"Pauline's","1754 W. Balmoral Ave.","Chicago","IL",," 773-561-8573",3,10,10
2073,"Pause","1107 W. Berwyn Ave.","Chicago","IL",," 773-334-2586",0,0,11
2074,"Pazzo's Cucina Italiana","100 S. Wacker Dr.","Chicago","IL",," 312-372-2700",3,5,12
2075,"Pearl's Place","3901 S. Michigan Ave.","Chicago","IL",," 773-285-1700",0,0,13
2076,"Pegasus","130 S. Halsted St.","Chicago","IL",," 312-226-3377",3,18,14
2077,"Pei Wei Asian Diner","2709 N. Elston Ave.","Chicago","IL",," 773-687-0290",3,1,0
2078,"Pekin House Restaurant and Lounge","2311 W. Devon Ave.","Chicago","IL",," 773-465-1630",0,0,1
2079,"Peking Mandarin","3459 W. Lawrence Ave.","Chicago","IL",," 773-478-5338",0,0,2
